key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
20,"技力流失","技力不斷減少",215025,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
21,"體力增加","體力最大值提高",215075,6,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
22,"體力衰減","體力最大值降低",215076,6,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
23,"魔力增加","魔力最大值提高",215077,7,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
24,"魔力衰減","魔力最大值降低",215078,7,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
25,"物理攻擊力提升","物理攻擊力增強",215050,8,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
26,"物理攻擊力降低","物理攻擊力減弱",215051,8,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
27,"命中率提升","命中率增強",215060,9,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
28,"命中率降低","命中率減弱",215061,9,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
29,"物理防禦力提升","物理防禦力增強",215052,10,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
30,"物理防禦力降低","物理防禦力減弱",215053,10,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
31,"迴避力提升","迴避力增強",215062,11,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
32,"迴避力降低","迴避力減弱",215063,11,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
33,"魔法攻擊力提升","魔法攻擊力增強",215054,12,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
34,"魔法攻擊力降低","魔法攻擊力減弱",215055,12,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
35,"魔法治療力提升","魔法治療力增強",215058,13,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
36,"魔法治療力降低","魔法治療力減弱",215059,13,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
37,"魔法防禦力提升","魔法防禦力增強",215056,14,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
38,"魔法防禦力降低","魔法防禦力減弱",215057,14,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
39,"眩暈無效","附帶眩暈效果的技能無法生效",215566,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
40,"沉默無效","附帶沉默效果的技能無法生效",215567,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
41,"製作設備","藉助製作設備進行作業，90級及以下的能工巧匠會提升最大製作力",216107,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
42,"超越之力","突破自身極限，最大體力增加，同時攻擊造成的傷害及治療魔法的治療量也會增加",216207,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,15,0,False,0,False,0,False,0,0,0,False,False,0
43,"衰弱","身體很虛弱，力量、靈巧、智力、精神均降低25%",215010,16,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
44,"瀕死","身體很虛弱，力量、靈巧、智力、精神均降低50%",215011,16,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
45,"巧手之工","能工巧匠獲得的經驗值增加",216106,15,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
46,"大地之恩","大地使者獲得的經驗值增加",216006,15,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
47,"隱行","輕聲行動，不容易被敵人發現<hex:02100103>不會被最多高於自身等級4級的敵人襲擊",216015,0,0,1,1,16,138,False,False,False,False,False,False,False,True,True,2,0,False,False,0,0,False,0,False,0,False,0,36,0,False,False,0
48,"進食","受到進食的效果影響",216202,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,1,0,False,0,False,0,False,0,0,0,False,False,0
49,"強化藥","受到強化藥的效果影響",216203,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,0
50,"衝刺","移動速度提高",210101,41,0,1,1,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,18,False,0,False,0,False,0,6,0,False,False,0
51,"力量降低","力量值降低",215080,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
52,"耐力降低","耐力值降低",215082,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
53,"物理傷害提高","物理攻擊所造成的傷害提高",215050,35,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
54,"物理傷害降低","物理攻擊所造成的傷害降低",215051,35,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
55,"物理受傷減輕","受到物理攻擊的傷害減少",215052,36,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
56,"物理受傷加重","受到物理攻擊的傷害增加",215053,36,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
57,"魔法傷害提高","魔法攻擊所造成的傷害提高",215054,37,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
58,"魔法傷害降低","魔法攻擊所造成的傷害降低",215055,37,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
59,"魔法受傷減輕","受到魔法攻擊的傷害減少",215056,38,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
60,"魔法受傷加重","受到魔法攻擊的傷害增加",215057,38,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
61,"傷害提高","攻擊所造成的傷害提高",215519,39,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
62,"傷害降低","攻擊所造成的傷害降低",215520,39,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
63,"受傷減輕","受到攻擊的傷害減少",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
64,"受傷加重","受到攻擊的傷害增加",215020,40,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
65,"戰技暴擊化","發動戰技時必定打出暴擊",215016,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
66,"恐怖","過於恐懼而無法做出任何行動",215516,0,0,1,2,18,0,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
67,"沉重","移動速度降低",215518,0,0,1,2,4,6,False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,0
68,"吸血攻擊","自動攻擊附加吸收體力的效果",215504,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
69,"取技攻擊","自動攻擊附加吸收技力的效果",215505,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
70,"眩暈攻擊","自動攻擊有一定機率附加眩暈效果",215506,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,176,0,False,0,False,0,False,0,0,0,False,False,0
71,"鐵壁","減輕所受到的傷害",210152,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
72,"漸愈","自身所受的治療魔法效果提高",210157,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,0
73,"警覺","不會受到暴擊",213916,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
74,"預警","減輕所受到的傷害",210151,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,0
75,"鋼鐵意志","除特定攻擊之外其他所有擊退與吸引無效",210153,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
76,"戰逃反應","攻擊所造成的傷害提高",210155,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
77,"壁壘","受到攻擊時必定發動格擋",210156,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
78,"忠義之劍","對自動攻擊附加追加傷害",212505,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,0
79,"鋼鐵信念","自身仇恨提高",212506,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,0
80,"保護","正在保護特定的隊員",212501,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
81,"被保護","正處於特定隊員的保護下",212502,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,35,0,False,False,0
82,"神聖領域","除特定攻擊之外其他所有攻擊均無效化",212504,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
83,"預見","物理防禦力增強",210252,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
84,"浴血","物理攻擊附帶吸收體力的效果",213913,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,25,0,False,0,False,0,False,0,0,0,False,False,0
85,"兇殘裂","攻擊所造成的傷害提高",210262,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
86,"狂暴","自身發動戰技必定暴擊並且直擊<hex:02100103>受暴擊或直擊發動率提高效果影響時，攻擊造成的傷害提高",217217,0,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,0
87,"戰慄","體力最大值提高<hex:02100103>習得戰慄效果提高後追加效果：自身所受的治療效果提高",210254,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
88,"死鬥","無法自由移動，受到傷害也不會解除",210255,0,0,1,2,17,0,True,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
89,"復仇","受到攻擊的傷害減少並且受到物理攻擊時會發動反擊",210256,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-30,0,False,0,False,0,False,0,0,0,False,False,0
90,"暴風碎","攻擊所造成的傷害提高",210263,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
91,"守護","自身仇恨提高",212551,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,0
92,"解脫","抵消守護狀態中降低攻擊力的負面效果",212552,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
93,"憤怒","招架發動率提高",210257,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,0
94,"憤怒II","招架發動率提高",210258,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,4,0,False,0,False,0,False,0,0,0,False,False,0
95,"憤怒III","招架發動率提高",210259,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,6,0,False,0,False,0,False,0,0,0,False,False,0
96,"憤怒IV","招架發動率提高",210260,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,8,0,False,0,False,0,False,0,0,0,False,False,0
97,"憤怒V","招架發動率提高",210261,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
98,"雙龍腳","打擊耐性降低",210215,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
99,"飄羽步","迴避率提高",210201,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
100,"發勁","暴擊發動率提高",210204,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
101,"雙掌打","攻擊所造成的傷害提高",210216,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
102,"真言","自身所受的治療效果提高",210206,0,0,41,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
103,"紅蓮體勢","攻擊所造成的傷害提高",210202,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,528,False,0,False,0,0,0,False,False,0
104,"金剛體勢","減輕所受到的傷害",210203,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,528,False,0,False,0,0,0,False,False,0
105,"疾風體勢","移動速度提高",212526,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
106,"秘孔拳","體力逐漸減少",210211,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,3,False,0,0,0,False,False,0
107,"魔猿形","擺出魔猿身形",210212,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
108,"盜龍形","擺出盜龍身形",210213,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
109,"猛豹形","擺出猛豹身形",210214,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
110,"震腳","能夠打出三種身形的所有招式",217564,31,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,528,False,0,False,0,0,0,False,False,0
111,"疾風迅雷","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",210207,32,0,1,1,16,8,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,0
112,"疾風迅雷II","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",210208,32,0,1,1,16,9,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,0
113,"疾風迅雷III","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",210209,32,0,1,1,16,10,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,True,0,False,0,False,0,0,0,False,False,0
114,"敏銳","招架發動率提高",210301,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,0
115,"重刺","攻擊所造成的傷害提高",210306,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
116,"龍劍","下次發動的戰技必定打出暴擊，並且附帶吸收體力的效果<hex:02100103>受暴擊發動率提高效果影響時，攻擊造成的傷害提高",210302,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
117,"捨身","攻擊所造成的傷害提高，受到攻擊的傷害也會增加",210304,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
118,"櫻花怒放","體力逐漸減少",210307,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,0
119,"二重刺","體力逐漸減少",210305,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,0
120,"龍槍","下次發動跳躍或破碎衝的傷害提高",210303,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
121,"開膛槍","突刺耐性降低",212576,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
122,"直線射擊預備","可以發動直線射擊",210365,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
123,"鷹眼","靈巧有所提高，並且攻擊必定會命中",210351,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
124,"毒咬箭","身中劇毒，體力會逐漸減少",210352,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,0
125,"猛者強擊","攻擊造成的傷害提高",210354,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
126,"物理受傷加重","受到物理攻擊的傷害增加",218001,36,8,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
127,"迂迴","抑制仇恨上升",213914,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
128,"紛亂箭","可以發動<hex:020836E4E94518FF22><hex:02081EE0E94947FF0A>輝煌箭<hex:FF0D>直線射擊<hex:03><hex:FF0D>直線射擊<hex:03>或<hex:020836E4E94518FF22><hex:02081EE0E94949FF0A>影噬箭<hex:FF0D>廣域群射<hex:03><hex:FF0D>廣域群射<hex:03><hex:02100103>發動<hex:020836E4E94518FF22><hex:02081EE0E94947FF0A>輝煌箭<hex:FF0D>直線射擊<hex:03><hex:FF0D>直線射擊<hex:03>時造成3次傷害，發動<hex:020836E4E94518FF22><hex:02081EE0E94949FF0A>影噬箭<hex:FF0D>廣域群射<hex:03><hex:FF0D>廣域群射<hex:03>時威力提升",210356,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,1,0,False,0,False,0,False,0,0,0,False,False,0
129,"風蝕箭","風屬性持續傷害，體力逐漸流失",210360,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,0
130,"直線射擊","暴擊發動率提高",210361,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
131,"死亡箭雨效果提高","下次發動死亡箭雨不會消耗技力",212607,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
132,"連珠箭效果提高","下次發動連珠箭不會消耗技力",210362,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
133,"敏捷之歌","移動速度提高，對一定範圍內的隊友也會附加同樣效果進入戰鬥狀態後效果消失",210358,26,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
134,"敏捷之歌","移動速度提高，進入戰鬥狀態後效果消失",210357,41,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
135,"賢者的敘事謠","對一定範圍內的隊友附加魔力持續恢復效果，自身攻擊所造成的傷害降低，並且會持續消耗魔力",212603,26,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,0
136,"賢者的敘事謠","魔力持續恢復",212602,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
137,"軍神的讚美歌","對一定範圍內的隊友附加技力持續恢復效果，自身攻擊所造成的傷害降低，並且會持續消耗魔力",212605,26,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,0
138,"軍神的讚美歌","技力持續恢復",212604,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
139,"魔人的安魂曲","持續消耗魔力增加周圍敵人所受到的傷害",212606,26,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,0,False,0,False,0,0,0,False,False,0
